epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,12087.9,0.8504,0.83486,0.82292,0.72186,0.65227,0.7307,0.54003,0.83837,0.67626,0.8173,0.00715761,0.00715761,0.00715761
38,12385.8,0.83739,0.83009,0.82644,0.75639,0.616,0.73325,0.54319,0.84198,0.67631,0.81891,0.00701588,0.00701588,0.00701588
39,12684.1,0.8394,0.81498,0.82599,0.70766,0.66969,0.74697,0.55422,0.82347,0.6634,0.81461,0.00687222,0.00687222,0.00687222
40,12983.8,0.83036,0.80416,0.81983,0.76086,0.66571,0.76357,0.5681,0.82128,0.64813,0.81468,0.00672675,0.00672675,0.00672675
41,13282.9,0.82526,0.78345,0.82129,0.75677,0.65372,0.75302,0.56627,0.79917,0.63829,0.8131,0.00657963,0.00657963,0.00657963
42,13584.2,0.82312,0.76221,0.82393,0.79462,0.64206,0.75593,0.57166,0.79311,0.62616,0.81146,0.00643101,0.00643101,0.00643101
43,13884.3,0.81603,0.76519,0.82099,0.80033,0.66887,0.77041,0.57929,0.80536,0.6224,0.81376,0.00628101,0.00628101,0.00628101
44,14187.9,0.82034,0.75885,0.82008,0.77815,0.68,0.7801,0.5851,0.80138,0.61018,0.81202,0.00612981,0.00612981,0.00612981
45,14521.3,0.8214,0.75817,0.82361,0.76773,0.69075,0.78303,0.58597,0.79209,0.60777,0.81241,0.00597754,0.00597754,0.00597754
46,14843.5,0.80982,0.73098,0.82122,0.81562,0.66026,0.78614,0.58852,0.79622,0.59598,0.8128,0.00582435,0.00582435,0.00582435
47,15149.7,0.80332,0.71242,0.82055,0.83714,0.6583,0.79077,0.59803,0.7768,0.58593,0.80961,0.0056704,0.0056704,0.0056704
48,15451.5,0.80547,0.71929,0.82017,0.81793,0.69052,0.79662,0.60059,0.7787,0.58195,0.80816,0.00551584,0.00551584,0.00551584
49,15752.4,0.7995,0.71563,0.81964,0.80727,0.70305,0.79775,0.6019,0.77979,0.57925,0.81015,0.00536081,0.00536081,0.00536081
50,16053.3,0.79977,0.7,0.81654,0.79978,0.72204,0.81172,0.61131,0.78083,0.57419,0.81084,0.00520548,0.00520548,0.00520548
51,16356.9,0.79369,0.6877,0.81698,0.79784,0.70745,0.80911,0.61391,0.77878,0.56718,0.81022,0.00505,0.00505,0.00505
52,16660.4,0.78775,0.68103,0.81585,0.82433,0.70396,0.81231,0.61333,0.77573,0.56189,0.80969,0.00489452,0.00489452,0.00489452
53,16963.3,0.78078,0.67515,0.8154,0.84202,0.7054,0.817,0.62026,0.76749,0.55062,0.80912,0.00473919,0.00473919,0.00473919
54,17269.8,0.77948,0.66937,0.81422,0.87233,0.70156,0.82762,0.62818,0.7674,0.54033,0.80886,0.00458416,0.00458416,0.00458416
55,17576.9,0.78311,0.65409,0.81516,0.84796,0.71331,0.82099,0.62262,0.77709,0.54525,0.8098,0.0044296,0.0044296,0.0044296
56,17885.1,0.77713,0.65171,0.81628,0.83749,0.71191,0.8234,0.62592,0.76691,0.54341,0.80838,0.00427565,0.00427565,0.00427565
57,18193.7,0.77146,0.65004,0.81482,0.80827,0.72529,0.82613,0.6267,0.75787,0.53609,0.80715,0.00412246,0.00412246,0.00412246
58,18501.3,0.77698,0.63632,0.81581,0.84082,0.72975,0.83249,0.63331,0.75968,0.53016,0.80697,0.00397019,0.00397019,0.00397019
59,18805.5,0.76805,0.62914,0.81219,0.85872,0.71275,0.83134,0.63211,0.75597,0.52804,0.8065,0.00381899,0.00381899,0.00381899
60,19107.8,0.76559,0.62546,0.81289,0.83332,0.7239,0.83442,0.63712,0.75428,0.52269,0.80617,0.00366899,0.00366899,0.00366899
61,19410,0.76175,0.6145,0.81408,0.84358,0.72325,0.83953,0.64285,0.75331,0.51704,0.80632,0.00352037,0.00352037,0.00352037
62,19726.4,0.75962,0.61747,0.81225,0.85913,0.72167,0.83968,0.64265,0.74599,0.51271,0.8059,0.00337325,0.00337325,0.00337325
63,20032.5,0.76262,0.60575,0.81491,0.8445,0.74059,0.84615,0.64642,0.74563,0.50314,0.80524,0.00322778,0.00322778,0.00322778
64,20337.8,0.75392,0.59811,0.8113,0.83981,0.75155,0.84619,0.64971,0.74541,0.50099,0.80537,0.00308412,0.00308412,0.00308412
65,20643.6,0.75187,0.59618,0.81118,0.82613,0.7475,0.84746,0.65006,0.74399,0.5078,0.80546,0.00294239,0.00294239,0.00294239
66,20947.3,0.75193,0.58663,0.81264,0.87124,0.72662,0.84884,0.65169,0.74593,0.50202,0.80524,0.00280275,0.00280275,0.00280275
67,21531.2,0.74086,0.57606,0.81047,0.86137,0.74106,0.8498,0.6526,0.73934,0.50033,0.80451,0.00266532,0.00266532,0.00266532
68,21917.5,0.74776,0.57581,0.81208,0.85743,0.74332,0.85265,0.65527,0.73528,0.49627,0.80388,0.00253024,0.00253024,0.00253024
69,22207.2,0.74169,0.5747,0.80977,0.86821,0.74017,0.85527,0.66121,0.72952,0.49421,0.80351,0.00239766,0.00239766,0.00239766
70,22496.7,0.73839,0.56152,0.81148,0.87234,0.74594,0.85695,0.65914,0.73052,0.49389,0.8034,0.00226769,0.00226769,0.00226769
71,22785.4,0.73642,0.55789,0.8107,0.87852,0.74126,0.85777,0.65904,0.73416,0.49301,0.80395,0.00214046,0.00214046,0.00214046
72,23074.2,0.73529,0.55007,0.81014,0.8682,0.74797,0.86079,0.66273,0.73196,0.48622,0.8043,0.00201611,0.00201611,0.00201611
73,23361.4,0.72863,0.54203,0.80913,0.85166,0.76301,0.86289,0.66444,0.72998,0.48353,0.80352,0.00189475,0.00189475,0.00189475
74,23646.5,0.72839,0.54739,0.81062,0.86954,0.74832,0.86234,0.66315,0.72772,0.48256,0.80371,0.00177651,0.00177651,0.00177651
75,23930.6,0.72584,0.54011,0.80829,0.86155,0.75324,0.86228,0.66383,0.72682,0.47931,0.80354,0.00166149,0.00166149,0.00166149
76,24213.7,0.73059,0.54081,0.80897,0.86226,0.74992,0.86102,0.66277,0.72666,0.4797,0.80302,0.00154982,0.00154982,0.00154982
77,24498.9,0.72451,0.5375,0.80607,0.86826,0.74511,0.86142,0.66457,0.72265,0.47845,0.80246,0.00144161,0.00144161,0.00144161
78,24780,0.72024,0.52549,0.80885,0.86922,0.7494,0.86293,0.66757,0.72306,0.47472,0.80227,0.00133695,0.00133695,0.00133695
79,25061.7,0.7198,0.53071,0.80548,0.86998,0.74692,0.86504,0.66603,0.7248,0.47375,0.80245,0.00123596,0.00123596,0.00123596
80,25346.7,0.71847,0.52046,0.80653,0.84623,0.76667,0.86548,0.66615,0.72497,0.46888,0.80236,0.00113873,0.00113873,0.00113873
81,25629,0.71344,0.51993,0.80511,0.8523,0.76819,0.86647,0.66737,0.72176,0.46745,0.80234,0.00104537,0.00104537,0.00104537
82,25912.2,0.71421,0.51524,0.80909,0.87624,0.74696,0.86645,0.6667,0.72044,0.46571,0.8022,0.000955951,0.000955951,0.000955951
83,26197,0.71137,0.51529,0.80754,0.84876,0.77335,0.86687,0.66683,0.71991,0.46461,0.80203,0.000870577,0.000870577,0.000870577
84,26478.3,0.7068,0.50743,0.80588,0.84365,0.77654,0.86853,0.66919,0.71594,0.46198,0.80168,0.000789327,0.000789327,0.000789327
85,26758.4,0.70793,0.50709,0.80922,0.83591,0.78237,0.86929,0.67033,0.71437,0.46107,0.80148,0.000712282,0.000712282,0.000712282
86,27038.1,0.70294,0.50229,0.8034,0.83784,0.7841,0.87129,0.67224,0.71359,0.45922,0.80125,0.000639518,0.000639518,0.000639518
87,27318,0.70706,0.49832,0.80708,0.83616,0.78973,0.87138,0.67215,0.71193,0.45835,0.80132,0.000571106,0.000571106,0.000571106
88,27596.3,0.70342,0.50215,0.80513,0.83676,0.79004,0.87118,0.67193,0.71084,0.45727,0.8013,0.000507115,0.000507115,0.000507115
89,27876.1,0.70157,0.49474,0.80614,0.84651,0.78947,0.87224,0.67253,0.71043,0.45618,0.80114,0.000447606,0.000447606,0.000447606
90,28155,0.69953,0.49377,0.80511,0.8531,0.7847,0.87264,0.67385,0.71037,0.45597,0.80097,0.00039264,0.00039264,0.00039264
91,28486.3,0.70158,0.49426,0.80454,0.84961,0.78557,0.87378,0.67471,0.71016,0.45555,0.80093,0.00034227,0.00034227,0.00034227
92,28766,0.70011,0.49007,0.80431,0.8502,0.78481,0.87382,0.67468,0.71016,0.45448,0.80075,0.000296546,0.000296546,0.000296546
93,29044.8,0.69841,0.48975,0.80539,0.85569,0.78114,0.87523,0.67513,0.71057,0.45426,0.80073,0.000255513,0.000255513,0.000255513
94,29323.7,0.69595,0.48665,0.8042,0.87178,0.76984,0.87597,0.67478,0.71085,0.45311,0.80058,0.000219212,0.000219212,0.000219212
95,29602.2,0.69613,0.49143,0.8037,0.85719,0.78194,0.87633,0.67576,0.70999,0.45293,0.80045,0.000187678,0.000187678,0.000187678
96,29881.5,0.6957,0.48364,0.8029,0.87291,0.7745,0.87669,0.67605,0.70977,0.4529,0.80034,0.000160943,0.000160943,0.000160943
97,30160.4,0.69441,0.48548,0.80318,0.8771,0.77246,0.8758,0.67599,0.70893,0.45291,0.80024,0.000139032,0.000139032,0.000139032
98,30439,0.69813,0.48721,0.80358,0.87175,0.77546,0.87588,0.67611,0.70824,0.45202,0.80032,0.000121968,0.000121968,0.000121968
99,30717.1,0.69581,0.4859,0.8058,0.88199,0.7701,0.876,0.67561,0.7082,0.45216,0.80022,0.000109768,0.000109768,0.000109768
100,30995.8,0.69498,0.48729,0.80344,0.87589,0.77412,0.87623,0.67576,0.70813,0.45284,0.80017,0.000102443,0.000102443,0.000102443
1,145.281,2.00887,4.20834,1.24774,0.01869,0.41507,0.0313,0.01272,2.02986,3.27944,1.16251,0.0700491,0.00332788,0.00332788
2,285.916,1.97675,3.5985,1.23925,0.56937,0.15081,0.02556,0.0138,1.74632,3.01986,1.07181,0.0400487,0.0066608,0.0066608
3,427.752,1.86102,3.37843,1.20763,0.00761,0.49243,0.03339,0.01745,1.81853,3.05473,1.08418,0.0100467,0.0099921,0.0099921
4,571.232,1.84662,3.28656,1.18852,0.42964,0.21005,0.04642,0.02477,1.74157,2.82518,1.04146,0.0099945,0.0099945,0.0099945
5,714.346,1.79079,3.20205,1.16041,0.48413,0.12186,0.05517,0.03146,1.58104,15.2545,1.00953,0.00999023,0.00999023,0.00999023
6,856.306,1.7136,3.03349,1.13495,0.43374,0.25213,0.05789,0.03435,1.4795,2.70717,0.98997,0.00998474,0.00998474,0.00998474
7,998.669,1.70215,3.00185,1.13249,0.44853,0.13377,0.0691,0.03571,1.69501,2.53225,1.02878,0.00997803,0.00997803,0.00997803
8,1141.72,1.65983,2.85494,1.10639,0.62421,0.14425,0.1023,0.05078,1.8038,2.39729,1.04816,0.00997011,0.00997011,0.00997011
9,1283.6,1.60888,2.69802,1.07201,0.527,0.17479,0.10926,0.05989,1.61581,2.30009,1.01078,0.00996097,0.00996097,0.00996097
10,1426.01,1.55708,2.6358,1.08658,0.53595,0.20307,0.1209,0.06092,1.67738,2.32995,0.99834,0.00995062,0.00995062,0.00995062
11,1568.04,1.59694,2.59714,1.07998,0.49679,0.18188,0.13242,0.06042,1.98694,2.22421,1.12021,0.00993906,0.00993906,0.00993906
12,1710.32,1.57562,2.59901,1.08601,0.52746,0.18063,0.13285,0.06731,1.71871,2.21378,1.01553,0.00992629,0.00992629,0.00992629
13,1853.15,1.55893,2.50518,1.06362,0.41989,0.23564,0.1406,0.07544,1.56827,2.12012,1.00784,0.00991232,0.00991232,0.00991232
14,1995.1,1.54787,2.45893,1.07754,0.42374,0.26551,0.15453,0.08614,1.52097,2.02314,0.97189,0.00989715,0.00989715,0.00989715
15,2137.71,1.53313,2.46571,1.06321,0.48587,0.24814,0.15649,0.0824,1.63673,2.04362,1.00451,0.00988079,0.00988079,0.00988079
16,2280.15,1.51888,2.42449,1.05962,0.3866,0.27528,0.14919,0.07425,1.7109,2.01371,1.00872,0.00986323,0.00986323,0.00986323
17,2422.61,1.49035,2.32983,1.05248,0.38832,0.26886,0.15695,0.08447,1.62698,1.98401,0.98136,0.00984449,0.00984449,0.00984449
18,2565.15,1.48693,2.27378,1.03744,0.41921,0.24957,0.17413,0.09351,1.58108,2.03176,0.98629,0.00982456,0.00982456,0.00982456
19,2707.13,1.50561,2.32816,1.06023,0.49582,0.28296,0.17156,0.07879,1.82101,1.99449,1.04217,0.00980345,0.00980345,0.00980345
20,2849.7,1.49588,2.27157,1.0363,0.30656,0.2961,0.18765,0.08496,1.78993,2.02009,1.02283,0.00978118,0.00978118,0.00978118
21,2993.25,1.47501,2.24133,1.03821,0.40374,0.31493,0.19253,0.0988,1.63349,4.10571,0.99795,0.00975773,0.00975773,0.00975773
22,3135.57,1.46329,2.22685,1.03024,0.33456,0.33188,0.18311,0.0846,1.75309,10.3872,1.01009,0.00973312,0.00973312,0.00973312
23,3278.8,1.4774,2.25377,1.03136,0.30114,0.28123,0.16627,0.07802,1.77363,23.0762,1.02737,0.00970736,0.00970736,0.00970736
24,3421.9,1.50234,2.26928,1.03178,0.35171,0.32089,0.20368,0.09016,1.83385,1.92357,1.02881,0.00968045,0.00968045,0.00968045
25,3564.73,1.44637,2.14974,1.03651,0.3788,0.32063,0.20449,0.10328,1.65288,1.88807,0.99923,0.00965239,0.00965239,0.00965239
26,3708.33,1.44933,2.13497,1.0233,0.35936,0.33058,0.21038,0.11585,1.50997,1.82051,0.96786,0.0096232,0.0096232,0.0096232
27,3850.64,1.45701,2.1367,1.03021,0.3707,0.33839,0.21828,0.11648,1.56809,1.82552,0.97801,0.00959289,0.00959289,0.00959289
28,3993.17,1.46819,2.11197,1.0296,0.34524,0.33818,0.22863,0.12658,1.53635,1.86558,0.98453,0.00956145,0.00956145,0.00956145
29,4136.28,1.40715,2.08035,1.01723,0.31587,0.3277,0.22785,0.12566,1.53289,1.79494,0.96442,0.00952889,0.00952889,0.00952889
30,4279.62,1.41329,2.06668,1.00788,0.43169,0.32903,0.22866,0.12794,1.49196,1.81552,0.96513,0.00949524,0.00949524,0.00949524
31,4423.89,1.41654,2.09567,1.01628,0.38186,0.33598,0.25336,0.12733,1.62117,1.77581,0.98459,0.00946048,0.00946048,0.00946048
32,4567.24,1.39794,2.03609,0.99971,0.38233,0.37327,0.25304,0.1384,1.47508,1.78939,0.95501,0.00942464,0.00942464,0.00942464
33,4711.01,1.39601,2.04351,1.00675,0.33017,0.33548,0.26596,0.15254,1.3654,1.6788,0.93919,0.00938772,0.00938772,0.00938772
34,4854.29,1.35816,2.02347,1.00883,0.37342,0.34221,0.2526,0.13085,1.61683,1.78901,0.98251,0.00934973,0.00934973,0.00934973
35,4997.55,1.37875,2.0226,1.00093,0.37255,0.36622,0.25604,0.14652,1.4088,1.7214,0.94217,0.00931067,0.00931067,0.00931067
36,5141.2,1.38412,2.01156,1.00884,0.36017,0.35215,0.25946,0.13726,1.60204,1.69949,0.97527,0.00927057,0.00927057,0.00927057
37,5283.64,1.35795,1.94167,1.00746,0.43632,0.36154,0.26422,0.13251,1.65385,1.71148,0.98966,0.00922942,0.00922942,0.00922942
38,5427.21,1.36736,1.95884,1.01538,0.33739,0.36403,0.27179,0.14907,1.51327,1.68657,0.97206,0.00918725,0.00918725,0.00918725
39,5571.29,1.37318,1.95756,1.01614,0.3047,0.37513,0.27534,0.14972,1.47379,1.65727,0.95984,0.00914405,0.00914405,0.00914405
40,5715.39,1.36233,1.96598,1.01387,0.46555,0.30897,0.27332,0.15283,1.41674,1.66524,0.94189,0.00909984,0.00909984,0.00909984
41,5859.21,1.35848,1.9005,1.00412,0.40442,0.36679,0.29718,0.15707,1.54959,1.59705,0.9731,0.00905463,0.00905463,0.00905463
42,6003.37,1.36017,1.90179,0.99395,0.43906,0.35362,0.2942,0.1667,1.40277,1.59725,0.93905,0.00900844,0.00900844,0.00900844
43,6147.39,1.33259,1.90437,0.99152,0.36764,0.33577,0.29508,0.15861,1.53074,1.65225,0.95982,0.00896127,0.00896127,0.00896127
44,6290.61,1.36338,1.89842,0.98989,0.35081,0.39429,0.29383,0.17248,1.31761,1.60918,0.92178,0.00891313,0.00891313,0.00891313
45,6434.63,1.31011,1.8602,0.99383,0.38013,0.38991,0.31094,0.16721,1.54047,1.58688,0.98036,0.00886404,0.00886404,0.00886404
46,6578.63,1.34926,1.865,0.99488,0.33035,0.41162,0.31044,0.15865,1.65049,1.59303,0.99165,0.00881401,0.00881401,0.00881401
47,6723.28,1.35258,1.86647,0.99074,0.4297,0.37719,0.32014,0.17398,1.53733,1.60882,0.96906,0.00876305,0.00876305,0.00876305
48,6868.5,1.34544,1.90647,1.00266,0.4105,0.3524,0.3124,0.1788,1.42019,1.56515,0.94509,0.00871117,0.00871117,0.00871117
49,7013.13,1.33631,1.80424,0.97671,0.3743,0.40444,0.322,0.18006,1.50808,1.54844,0.95994,0.00865839,0.00865839,0.00865839
50,7158,1.3097,1.78325,0.98131,0.43613,0.35869,0.32573,0.1905,1.39968,1.5316,0.93591,0.00860473,0.00860473,0.00860473
51,7303.13,1.31241,1.81752,0.97579,0.31525,0.44406,0.32849,0.18492,1.46551,1.50789,0.94308,0.00855018,0.00855018,0.00855018
52,7446.87,1.30883,1.81623,0.98478,0.37512,0.41615,0.34357,0.20686,1.27931,1.47348,0.91884,0.00849477,0.00849477,0.00849477
53,7591.86,1.2812,1.78153,0.98707,0.36032,0.41065,0.33884,0.18985,1.44686,1.50049,0.94472,0.00843851,0.00843851,0.00843851
54,7736.46,1.28408,1.76071,0.97536,0.38219,0.40002,0.34651,0.2054,1.35397,1.49842,0.93285,0.00838141,0.00838141,0.00838141
55,7881.14,1.28016,1.75496,0.97721,0.3702,0.41479,0.35857,0.20882,1.39632,1.45024,0.92983,0.00832349,0.00832349,0.00832349
56,8026.39,1.28472,1.75577,0.98704,0.4795,0.37825,0.35791,0.22029,1.24571,1.45832,0.92078,0.00826477,0.00826477,0.00826477
57,8171.39,1.27176,1.73516,0.98167,0.4682,0.38428,0.366,0.21907,1.39352,1.4487,0.9369,0.00820525,0.00820525,0.00820525
58,8315.81,1.2761,1.71784,0.98038,0.39655,0.39869,0.36186,0.22408,1.27267,1.41406,0.90949,0.00814495,0.00814495,0.00814495
59,8460.68,1.2704,1.69598,0.97191,0.41115,0.44249,0.38006,0.21986,1.3196,1.41405,0.90741,0.00808389,0.00808389,0.00808389
60,8605.45,1.27804,1.72134,0.96874,0.43654,0.40206,0.36874,0.24226,1.16071,1.40128,0.88808,0.00802208,0.00802208,0.00802208
61,8750.5,1.26922,1.70603,0.97009,0.43657,0.39636,0.3712,0.23723,1.1853,1.41444,0.89048,0.00795954,0.00795954,0.00795954
62,8895.45,1.26724,1.73912,0.96695,0.3783,0.43969,0.3757,0.22372,1.37924,1.42543,0.93235,0.00789628,0.00789628,0.00789628
63,9040.3,1.24856,1.72871,0.97403,0.43739,0.3974,0.38565,0.23041,1.33429,1.43939,0.92267,0.00783231,0.00783231,0.00783231
64,9184.25,1.25477,1.66329,0.9677,0.40277,0.43962,0.38524,0.24406,1.23763,1.38216,0.9008,0.00776766,0.00776766,0.00776766
65,9329.41,1.26135,1.72471,0.97244,0.44937,0.43276,0.38226,0.23515,1.30132,1.37504,0.90712,0.00770234,0.00770234,0.00770234
66,9473.87,1.21961,1.69293,0.96682,0.34033,0.47183,0.38855,0.236,1.3125,1.3746,0.91688,0.00763637,0.00763637,0.00763637
67,9618.15,1.23118,1.64369,0.95454,0.4271,0.4303,0.39257,0.24382,1.29905,1.36129,0.91307,0.00756976,0.00756976,0.00756976
68,9763.22,1.23767,1.6714,0.95711,0.44022,0.45425,0.39909,0.25209,1.22113,1.3391,0.9021,0.00750252,0.00750252,0.00750252
69,9908.54,1.23778,1.60598,0.96243,0.44826,0.43795,0.4143,0.24001,1.4168,1.34398,0.92973,0.00743468,0.00743468,0.00743468
70,10053.9,1.2236,1.66261,0.96999,0.41569,0.45052,0.39443,0.23848,1.2934,1.34972,0.91301,0.00736625,0.00736625,0.00736625
71,10198.4,1.20605,1.63346,0.95995,0.45772,0.46457,0.41036,0.25573,1.26009,1.30894,0.9096,0.00729725,0.00729725,0.00729725
72,10343.4,1.22496,1.62794,0.97516,0.43718,0.4499,0.40395,0.25524,1.26309,1.32089,0.90011,0.0072277,0.0072277,0.0072277
73,10488.5,1.21291,1.62188,0.96146,0.40769,0.45976,0.41398,0.25979,1.24003,1.31432,0.9075,0.00715761,0.00715761,0.00715761
74,10633.7,1.24094,1.6152,0.97503,0.3862,0.49374,0.41358,0.25639,1.28307,1.35643,0.91072,0.007087,0.007087,0.007087
75,10779.1,1.19777,1.61228,0.96255,0.45453,0.46924,0.42924,0.27051,1.22173,1.29911,0.889,0.00701588,0.00701588,0.00701588
76,10924.7,1.20077,1.60371,0.94793,0.42053,0.46421,0.4162,0.25783,1.29172,2.64116,0.91648,0.00694428,0.00694428,0.00694428
77,11069.7,1.19842,1.60396,0.95185,0.43526,0.46401,0.43831,0.27621,1.24008,1.26894,0.89525,0.00687222,0.00687222,0.00687222
78,11214.6,1.20429,1.5903,0.95729,0.37923,0.52692,0.43535,0.27391,1.23081,1.26546,0.89988,0.0067997,0.0067997,0.0067997
79,11359.6,1.20322,1.56941,0.95395,0.42683,0.47932,0.43756,0.28132,1.18107,1.25093,0.88954,0.00672675,0.00672675,0.00672675
80,11504.9,1.20582,1.58884,0.96357,0.45047,0.45955,0.44421,0.28431,1.17848,1.23341,0.89078,0.00665339,0.00665339,0.00665339
81,11650.5,1.19833,1.53702,0.94751,0.45049,0.44212,0.43757,0.25847,1.38772,1.2893,0.93122,0.00657963,0.00657963,0.00657963
82,11795.5,1.18485,1.56722,0.95535,0.41886,0.46609,0.43366,0.27319,1.27361,1.27381,0.90172,0.0065055,0.0065055,0.0065055
83,11940,1.19452,1.54686,0.96191,0.41494,0.45238,0.44242,0.27602,1.27229,1.23328,0.90284,0.00643101,0.00643101,0.00643101
84,12085,1.194,1.5459,0.9539,0.42338,0.44685,0.42984,0.27272,1.23537,1.34182,0.90073,0.00635617,0.00635617,0.00635617
85,12230.5,1.17361,1.50155,0.93745,0.44213,0.47357,0.45492,0.29199,1.20107,1.44769,0.88953,0.00628101,0.00628101,0.00628101
86,12375.4,1.1953,1.551,0.95879,0.45,0.45946,0.46076,0.2937,1.19459,1.20741,0.88864,0.00620555,0.00620555,0.00620555
87,12521,1.16887,1.50601,0.9456,0.46675,0.47951,0.45999,0.28913,1.25775,1.21392,0.90316,0.00612981,0.00612981,0.00612981
88,12665.9,1.19089,1.50022,0.94894,0.45924,0.47719,0.47043,0.29391,1.25253,1.21281,0.90504,0.0060538,0.0060538,0.0060538
89,12811.4,1.18873,1.5528,0.95477,0.47232,0.46041,0.46934,0.30362,1.19252,1.19996,0.88759,0.00597754,0.00597754,0.00597754
90,12957,1.15862,1.49568,0.94022,0.4352,0.4902,0.46103,0.29752,1.2125,1.20062,0.90021,0.00590105,0.00590105,0.00590105
91,13102.4,1.15818,1.48353,0.94609,0.50235,0.47461,0.47755,0.30871,1.21198,1.1797,0.89244,0.00582435,0.00582435,0.00582435
92,13248.1,1.15256,1.46607,0.94247,0.47012,0.4699,0.48741,0.30559,1.24882,1.17969,0.90482,0.00574746,0.00574746,0.00574746
93,13393.7,1.17684,1.48921,0.94682,0.43762,0.46488,0.47207,0.3005,1.22664,1.20392,0.89631,0.0056704,0.0056704,0.0056704
94,13538.1,1.16491,1.48166,0.9539,0.42977,0.50934,0.47592,0.31405,1.12595,1.16035,0.88457,0.00559318,0.00559318,0.00559318
95,13683,1.14984,1.45234,0.92621,0.43899,0.51365,0.48378,0.31945,1.11407,1.41448,0.87481,0.00551584,0.00551584,0.00551584
96,13828.9,1.14565,1.43877,0.93848,0.51007,0.46004,0.49209,0.3139,1.23443,1.1406,0.89505,0.00543837,0.00543837,0.00543837
97,13973.8,1.15182,1.45517,0.94503,0.48519,0.48307,0.48124,0.30061,1.24019,3.51455,0.89597,0.00536081,0.00536081,0.00536081
98,14119.2,1.15239,1.47302,0.94474,0.49692,0.47553,0.48149,0.30002,1.25485,nan,0.89803,0.00528318,0.00528318,0.00528318
99,14263.7,1.16693,1.43439,0.94312,0.41791,0.50131,0.48284,0.32275,1.11184,2.63807,0.8768,0.00520548,0.00520548,0.00520548
100,14408.3,1.15206,1.38647,0.93478,0.41628,0.54742,0.47614,0.29974,1.24705,3.87427,0.90472,0.00512775,0.00512775,0.00512775
101,14552.2,1.15215,1.44836,0.94734,0.505,0.4823,0.48003,0.31669,1.17797,6.27247,0.88988,0.00505,0.00505,0.00505
102,14696.4,1.15353,1.41342,0.94596,0.47284,0.51052,0.48171,0.31414,1.16345,7.2346,0.88157,0.00497225,0.00497225,0.00497225
103,14840.4,1.14332,1.40321,0.93133,0.49572,0.46554,0.48568,0.31959,1.14133,4.99205,0.87843,0.00489452,0.00489452,0.00489452
104,14983.6,1.14041,1.35795,0.93745,0.45789,0.48591,0.48231,0.31303,1.18082,15.4554,0.88144,0.00481682,0.00481682,0.00481682
105,15127.3,1.11748,1.35397,0.92586,0.47812,0.52002,0.49685,0.32772,1.14883,3.28244,0.88604,0.00473919,0.00473919,0.00473919
106,15271.8,1.12465,1.34981,0.92419,0.51323,0.4874,0.49381,0.31432,1.23721,12.6543,0.90362,0.00466163,0.00466163,0.00466163
107,15414.7,1.12527,1.39949,0.93555,0.45929,0.50122,0.47815,0.31023,1.21216,inf,0.89558,0.00458416,0.00458416,0.00458416
108,15559.1,1.12947,1.38376,0.94509,0.45807,0.53295,0.50688,0.33828,1.13405,2.46944,0.8813,0.00450682,0.00450682,0.00450682
109,15702.7,1.12647,1.36303,0.93306,0.48479,0.50063,0.48735,0.3188,1.16008,8.99599,0.89062,0.0044296,0.0044296,0.0044296
110,15845.4,1.12362,1.37696,0.94308,0.46184,0.51149,0.49248,0.31296,1.24461,36.0117,0.90199,0.00435254,0.00435254,0.00435254
111,15988.8,1.08886,1.32665,0.94095,0.50613,0.49968,0.52454,0.3475,1.12329,1.07862,0.8775,0.00427565,0.00427565,0.00427565
112,16132.1,1.11545,1.35264,0.92406,0.50303,0.51207,0.52895,0.35544,1.10343,1.08244,0.87342,0.00419895,0.00419895,0.00419895
113,16275.7,1.13839,1.3384,0.9364,0.48886,0.5343,0.53117,0.34941,1.1459,1.0627,0.88529,0.00412246,0.00412246,0.00412246
114,16419.3,1.108,1.35111,0.92899,0.52549,0.48026,0.53411,0.34376,1.20642,1.05626,0.89061,0.0040462,0.0040462,0.0040462
115,16562.5,1.10875,1.31268,0.93271,0.51721,0.49315,0.53244,0.3546,1.10008,1.05205,0.8768,0.00397019,0.00397019,0.00397019
116,16705.5,1.1227,1.33712,0.9349,0.46578,0.53827,0.53122,0.34368,1.16749,1.07493,0.88723,0.00389445,0.00389445,0.00389445
117,16848.2,1.10466,1.33545,0.93462,0.49223,0.523,0.52852,0.34167,1.19277,1.07172,0.89213,0.00381899,0.00381899,0.00381899
118,16991.4,1.10256,1.34023,0.9326,0.48551,0.54733,0.53666,0.34811,1.16579,1.0434,0.88693,0.00374383,0.00374383,0.00374383
119,17134.3,1.08676,1.27972,0.91742,0.53844,0.53966,0.55302,0.37048,1.09643,1.02907,0.87449,0.00366899,0.00366899,0.00366899
120,17277.3,1.08491,1.28632,0.92613,0.50196,0.53131,0.54545,0.35681,1.1372,1.02894,0.87826,0.0035945,0.0035945,0.0035945
121,17420.1,1.11154,1.29004,0.93324,0.55924,0.49658,0.54605,0.3611,1.12081,1.03101,0.87863,0.00352037,0.00352037,0.00352037
